팀1이름,팀2이름,팀1점수,팀2점수
키움,KIA,2,3
SSG,삼성,2,3
KT,롯데,5,4
한화,두산,1,9
LG,NC,3,8
키움,한화,3,4
SSG,삼성,4,14
두산,롯데,9,10
KT,NC,3,4
KIA,LG,3,7
한화,두산,3,1
키움,한화,8,3
SSG,삼성,11,6
두산,롯데,13,1
KT,NC,11,5
KIA,LG,3,2
키움,KIA,6,1
SSG,삼성,4,4
LG,NC,3,4
KT,롯데,3,1
한화,두산,11,3
삼성,KIA,1,4
SSG,키움,9,5
NC,두산,1,5
롯데,KT,10,5
LG,한화,2,1
KT,롯데,2,6
SSG,키움,5,4
LG,한화,5,19
삼성,KIA,8,4
NC,두산,6,9
롯데,KT,4,2
키움,KIA,8,2
SSG,삼성,8,9
한화,두산,8,11
삼성,KIA,3,2
SSG,키움,3,4
NC,두산,10,0
롯데,KT,5,6
LG,한화,8,0
삼성,LG,3,3
SSG,KT,1,7
롯데,KIA,6,11
한화,키움,7,2
두산,키움,4,5
NC,삼성,0,9
롯데,LG,0,4
KT,SSG,14,5
한화,KIA,3,4
두산,NC,7,0
삼성,LG,3,4
SSG,KT,5,10
롯데,KIA,3,3
한화,키움,4,4
두산,NC,5,3
두산,키움,4,5
NC,삼성,3,4
롯데,LG,3,0
KT,SSG,2,4
한화,KIA,0,4
삼성,LG,1,3
SSG,KT,4,6
한화,키움,3,4
두산,NC,2,4
두산,키움,15,4
NC,삼성,9,0
롯데,LG,2,3
KT,SSG,6,1
한화,KIA,2,3
키움,LG,2,3
삼성,KT,6,5
두산,롯데,10,10
NC,한화,1,9
KIA,SSG,4,12
SSG,두산,4,9
LG,삼성,0,4
KIA,KT,3,15
한화,롯데,11,7
키움,NC,4,3
키움,LG,2,11
삼성,KT,3,8
두산,롯데,2,4
NC,한화,2,3
KIA,SSG,0,9
키움,NC,13,9
SSG,두산,5,2
LG,삼성,2,8
KIA,KT,0,3
한화,롯데,11,3
키움,삼성,2,3
LG,롯데,9,4
KT,한화,2,5
키움,NC,0,5
SSG,두산,5,8
LG,삼성,4,6
KIA,KT,2,9
한화,롯데,5,4
키움,삼성,1,7
NC,SSG,9,2
KIA,두산,0,5
KT,한화,8,3
KIA,두산,3,2
NC,SSG,4,9
삼성,KIA,5,1
두산,SSG,1,10
NC,LG,0,5
KT,키움,0,1
삼성,한화,4,1
SSG,NC,13,12
LG,두산,7,4
KT,키움,0,14
KIA,롯데,8,5
한화,롯데,3,6
삼성,KIA,9,3
두산,SSG,1,3
NC,LG,5,2
KT,키움,11,1
한화,롯데,0,2
삼성,한화,5,6
SSG,NC,1,7
LG,두산,7,2
KT,키움,4,6
KIA,롯데,9,17
SSG,키움,2,9
두산,삼성,4,11
롯데,NC,8,2
KT,LG,11,1
KIA,한화,2,6
롯데,삼성,1,4
SSG,키움,8,10
두산,삼성,6,5
롯데,NC,3,9
KT,LG,11,0
KIA,한화,5,5
키움,SSG,9,2
두산,KIA,11,5
NC,KT,5,4
롯데,삼성,9,8
한화,LG,2,11
롯데,삼성,4,2
한화,NC,4,16
키움,SSG,1,4
두산,KIA,5,3
NC,KT,16,11
롯데,삼성,6,8
한화,LG,1,11
키움,SSG,3,4
한화,LG,5,4
두산,KIA,9,0
NC,KT,5,9
키움,두산,1,7
롯데,삼성,5,4
LG,SSG,3,5
KIA,KT,5,5
한화,NC,3,1
키움,두산,2,3
삼성,KT,6,9
SSG,롯데,7,6
NC,한화,7,2
LG,KIA,1,7
SSG,롯데,9,2
두산,NC,6,2
KT,삼성,7,8
KIA,키움,3,5
한화,LG,1,8
키움,두산,3,0
삼성,KT,7,5
SSG,롯데,9,2
NC,한화,6,3
LG,KIA,3,5
SSG,롯데,3,4
KT,삼성,2,2
KIA,키움,3,4
한화,LG,0,2
두산,NC,8,1
키움,두산,14,13
삼성,KT,4,0
SSG,롯데,4,5
NC,한화,4,2
LG,KIA,8,3
키움,롯데,13,7
삼성,한화,5,4
SSG,KT,2,2
NC,KIA,3,5
LG,두산,5,5
삼성,LG,3,4
두산,SSG,6,3
KT,롯데,9,1
한화,키움,6,1
KIA,NC,2,5
키움,롯데,8,3
삼성,한화,3,3
SSG,KT,0,10
NC,KIA,8,2
LG,두산,5,8
삼성,한화,6,6
SSG,KT,2,3
NC,KIA,3,0
키움,롯데,2,3
LG,두산,5,8
KIA,NC,3,7
한화,키움,1,15
삼성,LG,4,14
KT,롯데,5,4
키움,NC,8,10
롯데,KIA,8,7
LG,삼성,3,3
KT,두산,4,3
한화,SSG,11,5
한화,키움,1,5
롯데,KIA,6,3
키움,NC,2,13
LG,삼성,5,2
KT,두산,2,6
한화,SSG,6,9
롯데,KIA,3,5
삼성,LG,3,1
두산,SSG,8,3
SSG,두산,3,3
롯데,KT,4,7
LG,NC,0,2
KIA,삼성,6,5
한화,키움,8,8
키움,삼성,15,3
SSG,KIA,7,5
두산,KT,0,1
NC,LG,0,1
롯데,한화,4,3
SSG,두산,2,7
롯데,KT,2,0
LG,NC,4,6
KIA,삼성,3,6
한화,키움,15,5
키움,삼성,9,2
SSG,KIA,11,5
두산,KT,5,6
NC,LG,5,6
롯데,한화,2,12
삼성,SSG,9,4
두산,키움,3,3
롯데,한화,2,13
KT,NC,8,1
KIA,LG,9,6
NC,LG,11,1
삼성,SSG,4,4
두산,키움,6,0
롯데,한화,3,1
KT,NC,8,2
KIA,LG,3,4
NC,키움,0,2
롯데,두산,9,1
LG,SSG,5,6
KT,한화,0,4
KIA,삼성,3,5
키움,SSG,10,13
삼성,롯데,11,9
NC,두산,2,12
LG,한화,6,15
KT,KIA,11,5
NC,키움,6,13
롯데,두산,3,4
LG,SSG,3,8
KT,한화,0,5
KIA,삼성,9,4
키움,SSG,7,7
삼성,롯데,8,17
NC,두산,0,8
LG,한화,12,3
KT,KIA,2,7
NC,키움,4,7
롯데,두산,0,4
LG,SSG,0,8
KT,한화,8,1
KIA,삼성,5,7
삼성,LG,7,4
두산,KIA,3,1
NC,키움,1,4
롯데,SSG,8,9
한화,KT,1,3
롯데,SSG,4,9
삼성,LG,3,11
두산,KIA,8,2
NC,키움,2,3
한화,KT,4,1
롯데,SSG,6,6
키움,KIA,2,3
삼성,NC,7,1
SSG,KT,9,5
LG,롯데,5,3
한화,두산,3,9
SSG,KIA,1,7
NC,삼성,0,1
롯데,키움,12,6
LG,KT,0,0
한화,두산,5,1
키움,KIA,4,5
삼성,NC,3,6
SSG,KT,5,6
LG,롯데,8,1
한화,두산,3,0
SSG,KIA,5,6
NC,삼성,0,1
롯데,키움,2,11
LG,KT,4,0
한화,두산,3,5
키움,LG,1,3
SSG,한화,12,3
두산,삼성,9,4
KT,KIA,6,7
키움,한화,1,1
SSG,삼성,7,2
두산,KT,1,5
롯데,LG,2,5
KIA,NC,9,10
NC,롯데,10,10
키움,LG,7,2
SSG,한화,6,2
두산,삼성,4,16
KT,KIA,7,5
NC,롯데,6,2
KIA,NC,1,4
두산,KT,8,3
키움,LG,2,8
SSG,한화,5,1
두산,삼성,4,2
NC,롯데,5,4
KT,KIA,4,3
키움,KIA,2,0
SSG,NC,2,6
두산,LG,4,12
KT,롯데,4,8
한화,삼성,2,6
삼성,SSG,0,1
두산,NC,4,3
롯데,키움,3,0
KT,LG,8,1
KIA,한화,1,9
KT,롯데,3,4
키움,KIA,0,6
두산,LG,2,0
KT,롯데,2,3
한화,삼성,8,2
SSG,NC,3,3
삼성,SSG,8,7
두산,NC,5,9
롯데,키움,4,2
KT,LG,5,6
KIA,한화,5,3
삼성,두산,0,6
NC,롯데,4,4
LG,키움,10,3
KT,SSG,2,2
한화,KIA,4,4
롯데,키움,4,9
삼성,두산,13,9
NC,롯데,7,11
LG,키움,3,3
KT,SSG,8,6
한화,KIA,6,9
삼성,키움,6,3
SSG,두산,2,3
롯데,KT,15,0
LG,KIA,3,4
한화,NC,3,6
삼성,키움,2,8
SSG,LG,8,0
두산,한화,3,4
NC,KT,4,4
KIA,롯데,3,13
삼성,키움,2,6
SSG,두산,5,8
롯데,KT,1,8
LG,KIA,8,2
한화,NC,1,6
SSG,LG,1,4
삼성,키움,9,3
SSG,LG,11,3
두산,한화,4,3
NC,KT,4,2
KIA,롯데,4,2
삼성,키움,3,1
SSG,두산,4,1
롯데,KT,8,7
LG,KIA,10,0
한화,NC,13,10
롯데,두산,7,6
키움,KT,2,9
삼성,NC,5,4
SSG,한화,3,4
롯데,두산,7,2
LG,KIA,8,1
키움,한화,2,4
두산,롯데,9,18
NC,LG,1,2
KT,SSG,4,2
KIA,삼성,0,7
SSG,한화,7,3
롯데,두산,5,14
LG,KIA,2,2
삼성,NC,0,6
키움,한화,6,2
두산,롯데,14,8
NC,LG,3,6
KT,SSG,7,3
KIA,삼성,7,5
롯데,SSG,0,2
KT,LG,1,6
KIA,한화,6,4
키움,한화,0,1
두산,롯데,4,5
NC,LG,6,0
KIA,삼성,2,4
두산,NC,1,5
KIA,한화,3,1
KIA,한화,5,0
키움,SSG,6,8
두산,LG,1,3
NC,삼성,5,4
한화,KT,5,6
KT,LG,4,2
키움,SSG,4,5
두산,LG,8,3
NC,삼성,1,4
한화,KT,2,7
삼성,KIA,2,1
NC,키움,2,13
LG,SSG,4,4
KT,두산,1,4
KIA,롯데,6,8
키움,SSG,7,3
두산,LG,0,2
NC,삼성,3,5
한화,KT,3,6
KIA,롯데,6,3
삼성,KIA,5,3
NC,키움,2,8
LG,롯데,4,4
KT,두산,3,5
삼성,두산,8,6
롯데,한화,2,3
LG,키움,4,2
삼성,KIA,2,5
NC,키움,8,4
LG,롯데,13,3
KT,두산,6,2
SSG,KIA,10,1
롯데,한화,4,9
삼성,두산,5,3
LG,키움,3,6
KT,NC,7,3
SSG,KIA,0,2
롯데,한화,3,4
키움,삼성,2,0
NC,두산,5,0
LG,롯데,2,4
KIA,KT,7,7
삼성,두산,2,6
SSG,KIA,6,3
롯데,한화,9,2
LG,키움,6,5
KT,NC,1,9
키움,삼성,5,7
SSG,롯데,8,4
LG,NC,1,2
KIA,두산,6,4
한화,KT,2,11
키움,삼성,4,5
삼성,롯데,4,7
SSG,한화,3,4
두산,KT,11,3
KIA,LG,0,5
키움,NC,0,5
키움,삼성,3,6
SSG,롯데,14,4
LG,NC,11,1
KIA,두산,3,3
한화,KT,2,1
LG,NC,1,0
SSG,롯데,0,3
KIA,두산,2,5
두산,KT,9,3
키움,NC,12,7
삼성,롯데,9,1
SSG,한화,7,5
KIA,LG,2,7
두산,KT,3,4
키움,LG,5,4
SSG,KIA,4,5
두산,삼성,5,0
KT,NC,2,4
키움,NC,8,4
삼성,롯데,7,8
SSG,한화,4,3
두산,KT,1,4
KIA,LG,0,6
키움,LG,6,5
NC,SSG,7,7
KT,KIA,0,3
키움,두산,3,10
NC,롯데,5,2
LG,SSG,14,1
KIA,KT,3,6
한화,삼성,0,9
키움,LG,5,5
두산,SSG,1,7
한화,KIA,13,2
키움,두산,4,3
NC,롯데,7,13
LG,SSG,4,7
KIA,KT,2,1
한화,삼성,0,3
두산,SSG,6,12
KT,삼성,2,4
한화,롯데,0,1
KIA,NC,5,3
키움,두산,2,1
NC,롯데,6,4
LG,SSG,5,8
KIA,KT,3,6
한화,삼성,2,3
KIA,NC,7,4
LG,두산,3,3
KT,삼성,0,4
한화,롯데,15,15
KIA,NC,2,5
롯데,두산,9,1
KT,한화,2,0
KIA,키움,5,14
SSG,NC,10,11
키움,KT,1,7
SSG,삼성,3,3
LG,두산,4,5
KIA,NC,1,4
한화,롯데,2,3
LG,두산,3,3
LG,삼성,10,5
SSG,NC,10,10
롯데,두산,4,3
KT,한화,11,2
KIA,키움,1,6
LG,삼성,7,10
키움,한화,9,4
롯데,LG,4,4
SSG,NC,3,4
LG,삼성,9,5
KT,한화,11,1
KIA,키움,4,5
키움,두산,2,7
SSG,NC,7,5
LG,한화,4,0
삼성,SSG,3,10
NC,KIA,7,3
롯데,키움,13,5
삼성,키움,3,8
두산,SSG,8,5
NC,KT,9,6
LG,한화,9,1
KIA,롯데,3,2
삼성,SSG,3,3
두산,한화,8,6
롯데,키움,5,6
KT,LG,4,3
삼성,SSG,4,8
NC,KT,1,1
두산,SSG,3,4
LG,한화,1,1
KIA,롯데,5,3
NC,KT,2,5
삼성,SSG,8,7
두산,한화,10,3
NC,KIA,3,6
롯데,키움,1,13
KT,LG,6,1
두산,KIA,11,5
LG,롯데,4,1
KT,키움,2,4
삼성,NC,1,3
키움,KT,1,4
두산,KIA,3,8
롯데,SSG,6,5
한화,LG,5,3
삼성,NC,5,2
키움,KIA,6,1
삼성,NC,11,5
두산,한화,5,3
LG,롯데,2,4
KT,SSG,8,3
KT,삼성,1,0
키움,KT,3,12
삼성,NC,5,0
두산,KIA,3,7
롯데,SSG,6,4
한화,LG,0,5
키움,두산,7,4
키움,KT,15,5
롯데,SSG,4,10
한화,LG,6,7
키움,두산,8,16
SSG,키움,0,4
NC,두산,7,3
두산,LG,5,1
SSG,키움,2,8
NC,두산,2,4
KIA,한화,4,1
LG,두산,9,3
SSG,키움,9,3
KT,삼성,3,2
두산,LG,10,3
롯데,삼성,9,5
KT,KIA,4,10
한화,SSG,9,3
두산,삼성,6,4
롯데,삼성,2,3
한화,SSG,3,1
삼성,두산,3,11
롯데,삼성,0,11
KT,KIA,0,2
한화,SSG,2,8
두산,KT,2,4
두산,KT,1,6
KT,두산,3,1
KT,두산,8,4
롯데,한화,11,1
LG,SK,4,5
KIA,삼성,3,4
롯데,한화,9,8
넥센,두산,1,4
KIA,삼성,0,3
LG,SK,3,1
SK,롯데,4,8
두산,KIA,3,0
한화,넥센,5,6
삼성,LG,6,2
SSG,LG,0,4
롯데,NC,5,2
KT,키움,1,3
한화,KIA,1,4
삼성,LG,5,4
SK,롯데,2,6
두산,KIA,2,6
한화,넥센,4,5
SSG,LG,5,12
두산,삼성,8,6
롯데,NC,5,4
KT,키움,1,4
한화,KIA,7,7
삼성,LG,7,2
SK,롯데,5,0
두산,KIA,3,6
한화,넥센,2,5
두산,삼성,2,9
롯데,NC,4,5
KT,키움,4,6
넥센,삼성,3,1
두산,SK,2,6
롯데,LG,6,4
KIA,한화,1,4
삼성,KT,6,7
두산,키움,16,9
NC,한화,5,1
롯데,LG,2,0
KIA,SSG,8,1
넥센,삼성,6,5
두산,SK,1,5
롯데,LG,3,5
KIA,한화,9,4
삼성,KT,4,8
두산,키움,1,5
NC,한화,9,9
롯데,LG,4,3
KIA,SSG,2,2
넥센,삼성,2,7
두산,SK,1,4
롯데,LG,7,0
KIA,한화,0,4
삼성,KT,4,6
두산,키움,1,8
NC,한화,3,3
롯데,LG,1,7
KIA,SSG,5,10
SK,KIA,2,1
롯데,삼성,9,5
LG,넥센,9,4
한화,두산,4,3
키움,롯데,0,1
삼성,한화,2,4
LG,KT,5,5
LG,넥센,3,7
한화,두산,1,5
키움,롯데,0,3
삼성,한화,6,2
NC,SSG,1,6
LG,KT,1,8
KIA,두산,7,3
SK,KIA,4,1
롯데,삼성,0,2
LG,넥센,1,6
한화,두산,6,8
삼성,한화,11,3
NC,SSG,8,5
LG,KT,1,0
KIA,두산,5,5
삼성,한화,8,6
SK,넥센,6,4
LG,두산,3,8
KIA,롯데,3,7
키움,KIA,2,3
SSG,삼성,2,3
KT,롯데,5,4
한화,두산,1,9
LG,NC,3,8
삼성,한화,3,6
SK,넥센,10,12
LG,두산,6,5
KIA,롯데,4,8
한화,두산,3,1
삼성,한화,4,2
SK,넥센,3,2
LG,두산,5,2
KIA,롯데,3,4
넥센,한화,4,5
삼성,SK,1,4
두산,롯데,10,4
KIA,LG,9,10
키움,KIA,6,1
SSG,삼성,4,4
LG,NC,3,4
KT,롯데,3,1
한화,두산,11,3
넥센,한화,1,8
삼성,SK,6,7
KIA,LG,1,0
KT,롯데,2,6
넥센,한화,4,5
삼성,SK,1,2
KIA,LG,3,6
키움,KIA,8,2
SSG,삼성,8,9
한화,두산,8,11
SK,두산,6,3
롯데,넥센,9,2
LG,삼성,2,7
한화,KIA,6,1
삼성,LG,3,3
SSG,KT,1,7
롯데,KIA,6,11
한화,키움,7,2
SK,두산,5,6
롯데,넥센,5,2
LG,삼성,4,1
한화,KIA,7,10
두산,NC,7,0
삼성,LG,3,4
SSG,KT,5,10
롯데,KIA,3,3
한화,키움,4,4
두산,NC,5,3
SK,두산,11,2
롯데,넥센,4,12
LG,삼성,7,3
한화,KIA,7,3
삼성,LG,1,3
SSG,KT,4,6
한화,키움,3,4
두산,NC,2,4
넥센,KIA,3,4
두산,삼성,7,6
한화,LG,4,3
키움,LG,2,3
삼성,KT,6,5
두산,롯데,10,10
NC,한화,1,9
KIA,SSG,4,12
넥센,KIA,7,0
두산,삼성,7,0
롯데,SK,2,5
한화,LG,8,4
키움,LG,2,11
삼성,KT,3,8
두산,롯데,2,4
NC,한화,2,3
KIA,SSG,0,9
넥센,KIA,6,7
두산,삼성,3,7
롯데,SK,1,2
한화,LG,13,1
키움,삼성,2,3
LG,롯데,9,4
KT,한화,2,5
넥센,LG,3,4
삼성,롯데,3,4
두산,한화,4,3
KIA,SK,7,9
키움,삼성,1,7
NC,SSG,9,2
KIA,두산,0,5
KT,한화,8,3
KIA,두산,3,2
NC,SSG,4,9
넥센,LG,1,0
삼성,롯데,4,3
두산,한화,2,3
KIA,SK,1,4
삼성,KIA,5,1
두산,SSG,1,10
NC,LG,0,5
KT,키움,0,1
삼성,롯데,17,3
넥센,LG,7,8
두산,한화,3,4
KIA,SK,3,4
한화,롯데,3,6
삼성,KIA,9,3
두산,SSG,1,3
NC,LG,5,2
KT,키움,11,1
한화,롯데,0,2
넥센,삼성,5,6
SK,한화,8,4
LG,롯데,0,8
KIA,두산,6,2
SSG,키움,2,9
두산,삼성,4,11
롯데,NC,8,2
KT,LG,11,1
KIA,한화,2,6
넥센,삼성,4,3
SK,한화,2,6
LG,롯데,4,3
KIA,두산,6,7
SSG,키움,8,10
두산,삼성,6,5
롯데,NC,3,9
KT,LG,11,0
KIA,한화,5,5
넥센,삼성,2,0
SK,한화,6,4
LG,롯데,5,8
KIA,두산,1,5
롯데,삼성,4,2
한화,NC,4,16
두산,LG,16,4
넥센,SK,0,2
롯데,KIA,2,4
한화,삼성,5,13
키움,두산,1,7
롯데,삼성,5,4
LG,SSG,3,5
KIA,KT,5,5
한화,NC,3,1
한화,삼성,2,4
넥센,SK,6,1
두산,LG,8,3
SSG,롯데,9,2
두산,NC,6,2
KT,삼성,7,8
KIA,키움,3,5
한화,LG,1,8
두산,LG,4,2
넥센,SK,3,1
롯데,KIA,6,3
한화,삼성,8,1
SSG,롯데,3,4
KT,삼성,2,2
KIA,키움,3,4
한화,LG,0,2
두산,NC,8,1
삼성,KIA,6,4
SK,LG,7,5
두산,넥센,11,5
한화,롯데,4,3
키움,롯데,13,7
삼성,한화,5,4
SSG,KT,2,2
NC,KIA,3,5
LG,두산,5,5
삼성,KIA,1,6
SK,LG,7,0
두산,넥센,6,4
한화,롯데,6,3
키움,롯데,8,3
삼성,한화,3,3
SSG,KT,0,10
NC,KIA,8,2
LG,두산,5,8
삼성,한화,6,6
SSG,KT,2,3
NC,KIA,3,0
키움,롯데,2,3
LG,두산,5,8
삼성,KIA,0,3
SK,LG,6,4
두산,넥센,5,4
한화,롯데,5,3
키움,NC,8,10
롯데,KIA,8,7
LG,삼성,3,3
KT,두산,4,3
한화,SSG,11,5
SK,삼성,8,5
롯데,두산,9,2
LG,한화,5,11
KIA,넥센,12,1
롯데,KIA,6,3
키움,NC,2,13
LG,삼성,5,2
KT,두산,2,6
한화,SSG,6,9
롯데,KIA,3,5
SK,삼성,4,7
롯데,두산,5,3
LG,한화,6,7
KIA,넥센,4,1
SSG,두산,3,3
롯데,KT,4,7
LG,NC,0,2
KIA,삼성,6,5
한화,키움,8,8
SK,삼성,10,7
LG,한화,6,1
롯데,두산,1,4
KIA,넥센,3,1
SSG,두산,2,7
롯데,KT,2,0
LG,NC,4,6
KIA,삼성,3,6
한화,키움,15,5
넥센,LG,5,2
삼성,롯데,1,4
두산,SK,5,3
KIA,한화,0,1
삼성,SSG,9,4
두산,키움,3,3
롯데,한화,2,13
KT,NC,8,1
KIA,LG,9,6
넥센,LG,4,0
삼성,롯데,5,3
두산,SK,8,3
KIA,한화,10,4
삼성,SSG,4,4
두산,키움,6,0
롯데,한화,3,1
KT,NC,8,2
KIA,LG,3,4
넥센,LG,4,6
삼성,롯데,4,3
두산,SK,5,1
KIA,한화,6,5
키움,SSG,10,13
삼성,롯데,11,9
NC,두산,2,12
LG,한화,6,15
KT,KIA,11,5
넥센,롯데,7,6
삼성,두산,8,3
LG,KIA,4,6
한화,SK,3,7
키움,SSG,7,7
삼성,롯데,8,17
NC,두산,0,8
LG,한화,12,3
KT,KIA,2,7
넥센,롯데,2,9
삼성,두산,4,11
LG,KIA,5,0
한화,SK,5,4
삼성,LG,7,4
두산,KIA,3,1
NC,키움,1,4
롯데,SSG,8,9
한화,KT,1,3
넥센,롯데,2,1
LG,KIA,11,2
롯데,SSG,4,9
삼성,LG,3,11
두산,KIA,8,2
NC,키움,2,3
한화,KT,4,1
롯데,SSG,6,6
SK,넥센,10,9
롯데,KIA,2,3
LG,삼성,1,0
한화,두산,5,2
SSG,KIA,1,7
NC,삼성,0,1
롯데,키움,12,6
LG,KT,0,0
한화,두산,5,1
SK,넥센,7,3
롯데,KIA,6,5
LG,삼성,3,5
한화,두산,2,6
SSG,KIA,5,6
NC,삼성,0,1
롯데,키움,2,11
LG,KT,4,0
한화,두산,3,5
SK,넥센,6,1
롯데,KIA,6,2
LG,삼성,6,3
한화,두산,3,4
키움,한화,1,1
SSG,삼성,7,2
두산,KT,1,5
롯데,LG,2,5
KIA,NC,9,10
삼성,한화,12,5
롯데,SK,9,3
KIA,LG,2,4
KIA,NC,1,4
두산,KT,8,3
삼성,한화,11,4
롯데,SK,7,3
KIA,LG,15,13
키움,KIA,2,0
SSG,NC,2,6
두산,LG,4,12
KT,롯데,4,8
한화,삼성,2,6
삼성,한화,1,5
두산,넥센,6,5
롯데,SK,7,5
KIA,LG,13,2
KT,롯데,3,4
키움,KIA,0,6
두산,LG,2,0
KT,롯데,2,3
한화,삼성,8,2
SSG,NC,3,3
삼성,넥센,15,4
SK,KIA,9,5
두산,LG,8,5
한화,롯데,7,8
삼성,두산,0,6
NC,롯데,4,4
LG,키움,10,3
KT,SSG,2,2
한화,KIA,4,4
삼성,넥센,4,1
두산,LG,5,7
삼성,두산,13,9
NC,롯데,7,11
LG,키움,3,3
KT,SSG,8,6
한화,KIA,6,9
삼성,넥센,7,2
SK,KIA,7,2
두산,LG,8,3
한화,롯데,4,1
삼성,키움,2,8
SSG,LG,8,0
두산,한화,3,4
NC,KT,4,4
KIA,롯데,3,13
SK,삼성,6,7
롯데,넥센,4,8
LG,한화,6,8
KIA,두산,10,3
SSG,LG,1,4
삼성,키움,9,3
SSG,LG,11,3
두산,한화,4,3
NC,KT,4,2
KIA,롯데,4,2
SK,삼성,0,3
롯데,넥센,11,2
LG,한화,11,7
KIA,두산,8,3
롯데,두산,7,6
키움,KT,2,9
삼성,NC,5,4
SSG,한화,3,4
롯데,두산,7,2
LG,KIA,8,1
LG,한화,8,2
SK,삼성,18,0
롯데,넥센,8,3
KIA,두산,6,2
SSG,한화,7,3
롯데,두산,5,14
LG,KIA,2,2
삼성,NC,0,6
삼성,LG,1,7
두산,롯데,1,2
한화,KIA,4,1
롯데,SSG,0,2
KT,LG,1,6
KIA,한화,6,4
한화,KIA,1,6
두산,NC,1,5
KIA,한화,3,1
KIA,한화,5,0
넥센,SK,2,5
삼성,LG,4,3
두산,롯데,1,2
한화,KIA,3,7
KT,LG,4,2
SK,롯데,5,2
넥센,한화,0,1
삼성,KIA,3,5
LG,두산,2,10
삼성,KIA,2,1
NC,키움,2,13
LG,SSG,4,4
KT,두산,1,4
SK,롯데,2,0
넥센,한화,2,6
삼성,KIA,4,1
LG,두산,3,4
삼성,KIA,5,3
NC,키움,2,8
LG,롯데,4,4
KT,두산,3,5
삼성,KIA,0,4
SK,롯데,3,1
삼성,KIA,2,5
NC,키움,8,4
LG,롯데,13,3
KT,두산,6,2
롯데,두산,2,5
LG,SK,3,4
KIA,넥센,2,10
한화,삼성,10,1
키움,삼성,2,0
NC,두산,5,0
LG,롯데,2,4
KIA,KT,7,7
롯데,두산,4,5
LG,SK,1,6
KIA,넥센,4,0
한화,삼성,13,8
키움,삼성,5,7
SSG,롯데,8,4
LG,NC,1,2
KIA,두산,6,4
한화,KT,2,11
키움,삼성,4,5
롯데,두산,4,9
LG,SK,5,19
KIA,넥센,1,2
한화,삼성,9,2
키움,삼성,3,6
SSG,롯데,14,4
LG,NC,11,1
KIA,두산,3,3
한화,KT,2,1
LG,NC,1,0
SSG,롯데,0,3
KIA,두산,2,5
넥센,롯데,2,3
두산,삼성,3,6
KIA,SK,6,14
한화,LG,3,8
키움,LG,5,4
SSG,KIA,4,5
두산,삼성,5,0
KT,NC,2,4
두산,삼성,14,3
넥센,롯데,2,8
KIA,SK,8,2
한화,LG,14,4
키움,LG,6,5
NC,SSG,7,7
KT,KIA,0,3
넥센,롯데,3,6
두산,삼성,1,9
KIA,SK,1,10
한화,LG,7,4
키움,LG,5,5
두산,SSG,1,7
한화,KIA,13,2
삼성,넥센,6,9
SK,두산,11,0
롯데,한화,9,4
LG,KIA,1,7
두산,SSG,6,12
KT,삼성,2,4
한화,롯데,0,1
KIA,NC,5,3
삼성,넥센,10,11
SK,두산,0,8
롯데,한화,8,9
LG,KIA,6,8
KIA,NC,7,4
LG,두산,3,3
KT,삼성,0,4
한화,롯데,15,15
KIA,NC,2,5
삼성,SK,2,12
두산,KIA,10,1
롯데,LG,4,1
한화,넥센,13,2
키움,KT,1,7
SSG,삼성,3,3
LG,두산,4,5
KIA,NC,1,4
한화,롯데,2,3
LG,두산,3,3
삼성,SK,1,3
두산,KIA,7,4
롯데,LG,9,3
한화,넥센,1,2
키움,한화,9,4
롯데,LG,4,4
삼성,SK,3,9
두산,KIA,6,4
롯데,LG,10,0
한화,넥센,0,7
키움,두산,2,7
SSG,NC,7,5
LG,한화,4,0
넥센,두산,5,4
SK,롯데,9,5
LG,삼성,2,3
KIA,한화,3,5
삼성,키움,3,8
두산,SSG,8,5
NC,KT,9,6
LG,한화,9,1
KIA,롯데,3,2
넥센,두산,4,12
SK,롯데,3,2
LG,삼성,1,2
KIA,한화,4,5
NC,KT,1,1
두산,SSG,3,4
LG,한화,1,1
KIA,롯데,5,3
NC,KT,2,5
넥센,두산,2,7
SK,롯데,3,1
LG,삼성,20,1
KIA,한화,4,1
두산,KIA,11,5
LG,롯데,4,1
KT,키움,2,4
삼성,NC,1,3
삼성,두산,1,10
LG,넥센,0,5
KIA,롯데,6,2
한화,SK,7,9
키움,KIA,6,1
삼성,NC,11,5
두산,한화,5,3
LG,롯데,2,4
KT,SSG,8,3
삼성,두산,7,0
LG,넥센,3,6
한화,SK,2,0
KT,삼성,1,0
삼성,두산,2,1
LG,넥센,1,4
KIA,롯데,4,5
한화,SK,1,2
키움,두산,7,4
SK,LG,2,4
두산,한화,4,6
롯데,삼성,3,7
키움,두산,8,16
넥센,KIA,4,3
두산,한화,8,6
두산,LG,5,1
넥센,KIA,2,12
SK,LG,3,4
두산,한화,5,6
롯데,삼성,11,3
LG,두산,9,3
넥센,두산,8,0
SK,한화,1,3
LG,롯데,0,7
KIA,삼성,11,0
두산,LG,10,3
SK,한화,4,7
LG,롯데,6,2
KIA,삼성,5,4
두산,삼성,6,4
넥센,두산,2,4
SK,한화,4,3
LG,롯데,1,4
KIA,삼성,4,3
삼성,두산,3,11
삼성,SK,9,3
롯데,넥센,2,4
LG,두산,2,3
한화,KIA,1,4
두산,KT,2,4
삼성,SK,0,3
롯데,넥센,4,9
